instruction,action
"""Approach the roundabout and take the second exit, heading towards the tall clock tower. Once you pass the tower, turn left onto the cobblestone street and proceed until you reach the old stone bridge. Cross the bridge and continue following the river until you reach the village square where you should come to a complete stop.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the park with the large fountain in the center. Continue straight until you reach the stop sign at the intersection with Main Street, then turn left.""",['Take Exit']
"""Make a left turn at the traffic light after the large oak tree, then continue straight through the roundabout until you reach the third exit. Watch out for pedestrians crossing at the crosswalk.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approach the roundabout and take the second exit, proceeding straight ahead. Look out for the blue building on your right, it's a key landmark indicating you're on the correct route.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the circle, then take the second exit to continue on the main road. Look for the blue street sign indicating the street name.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, heading towards the mountains. Watch for the landmark church with the red roof on your right, that's when you'll know you're on the right track.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue following the signs for downtown. Look out for the clock tower on your right as a point of reference.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the residential area. Watch for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the city center. Watch out for pedestrians crossing the crosswalk on your left as you exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the city center. Look out for the statue of the famous historical figure on your right as you make the turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead, passing the park on your right. Once you reach the traffic light, make a left turn and proceed straight through the residential area.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the upcoming roundabout, take the second exit and continue straight on Main Street. Watch out for pedestrians crossing near the library on your right as you proceed.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the upcoming roundabout, stay in the right lane and take the second exit, following the signs for City Center. Look out for pedestrians crossing as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Watch for pedestrians crossing at the designated crosswalk.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Proceed through the upcoming roundabout and take the second exit to continue on Main Street. Look out for the tall clock tower on your right as you approach the turn.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight on Maple Street. Look out for the park on your right and be prepared to yield to pedestrians crossing the street.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards downtown. Watch for pedestrians crossing as you exit the circle.""",['Take Exit']
"""Take the next left after the coffee shop, then follow the winding road up the hill until you reach the entrance of the national park. Once inside, maintain a steady speed and watch for wildlife crossing signs.""","['Turn Left', 'Go Straight', 'Accelerate', 'Slow Down']"
