instruction,action
"""Choose the right turn lane for the upcoming intersection.""",['Right']
"""Signal your right turn clearly.""",['Right']
"""Scan for the right turn onto Birch Lane.""",['Right']
"""Allow enough space for larger vehicles when turning right.""",['Right']
"""Watch for road markings indicating the right turn lane.""",['Right']
"""Navigate the sharp right bend with caution.""",['Right']
"""Approach the intersection and prepare for a right turn.""",['Right']
"""After the bridge, veer right onto the off-ramp.""",['Right']
"""Stay on the right-hand side to turn right.""",['Right']
"""Keep your speed consistent when turning right.""",['Right']
"""After the hill, turn right.""",['Right']
"""Turn right onto the boulevard ahead.""",['Right']
"""Check your blind spot before merging to the right lane.""",['Right']
"""Be cautious of vehicles merging from the right.""",['Right']
"""Head right at the next set of traffic lights.""",['Right']
"""Navigate the switchback and turn right onto the mountain road.""",['Right']
"""Turn right when you see the sign.""",['Right']
"""Signal right and turn right at the corner.""",['Right']
"""Right after the stop sign, turn right.""",['Right']
"""Approach the yield sign and make a right turn.""",['Right']
"""Follow the bend to the right.""",['Right']
"""Look over your right shoulder before merging.""",['Right']
"""Watch for children playing on your right.""",['Right']
"""Use caution when making the right merge.""",['Right']
"""There's a sharp right curve ahead.""",['Right']
"""Pass the park and turn right.""",['Right']
"""Slow down and make a smooth right turn.""",['Right']
"""Navigate through the roundabout and turn right.""",['Right']
"""Continue right through the rotary.""",['Right']
"""Signal and change lanes to the right.""",['Right']
"""Exit onto the right-hand side road.""",['Right']
"""Proceed down the alley and turn right at the corner.""",['Right']
"""Merge right onto the expressway.""",['Right']
"""Follow the lane markings and turn right when safe.""",['Right']
"""Turn right at the red light after stopping.""",['Right']
"""Proceed through the green light, then turn right.""",['Right']
"""Signal your intentions for the upcoming right.""",['Right']
"""Adjust your position to the right lane.""",['Right']
"""The GPS will prompt you to turn right.""",['Right']
"""Follow the road as it bends towards the right.""",['Right']
"""Exit the roundabout using the right-hand lane.""",['Right']
"""Be prepared to yield to emergency vehicles when turning right.""",['Right']
"""Switch to the right lane to exit.""",['Right']
"""Look for the street sign to turn right.""",['Right']
"""Maintain your speed for the right curve.""",['Right']
"""Take a right at the traffic circle.""",['Right']
"""Take a sharp right onto the side road.""",['Right']
"""Approach the traffic light and turn right.""",['Right']
"""Pass the gas station then turn right.""",['Right']
"""Make a gentle right turn at the light.""",['Right']
"""Proceed to the right lane for the exit.""",['Right']
"""Proceed right at the traffic light intersection.""",['Right']
"""Signal right before changing lanes.""",['Right']
"""Right where the road narrows, turn right.""",['Right']
"""Keep an eye out for the right turn ahead.""",['Right']
"""Give a right of way to vehicles on your right.""",['Right']
"""Keep to the right lane for the upcoming turn.""",['Right']
"""Take the right onto the service road.""",['Right']
"""Veer right onto the side street.""",['Right']
"""Signal your intention to turn right.""",['Right']
"""Keep a steady grip on the steering wheel when turning right.""",['Right']
"""After the bus stop, turn right.""",['Right']
"""Stay on the right side to avoid the construction zone.""",['Right']
"""Stay alert for the turn onto Oak Lane.""",['Right']
"""Make a smooth right turn onto the side road.""",['Right']
"""Pass the gas station on your right.""",['Right']
"""Merge right after the upcoming exit.""",['Right']
"""Follow the curve of the road and turn right at the intersection.""",['Right']
"""Observe the no-right-turn sign ahead.""",['Right']
"""Check for any pedestrians crossing the street before turning right.""",['Right']
"""Scan for pedestrians before turning right.""",['Right']
"""Look both ways before turning right onto the one-way street.""",['Right']
"""Stay in the right-hand lane for the next exit.""",['Right']
"""Stay in the right lane to avoid the slow traffic.""",['Right']
"""Adjust your speed for the upcoming right bend.""",['Right']
"""Be courteous to other road users when turning right.""",['Right']
"""At the fork, take the path that veers right.""",['Right']
"""Scan for street signs indicating the right turn.""",['Right']
"""Prepare for the sharp right angle turn.""",['Right']
"""Keep right for the upcoming exit.""",['Right']
"""Take a right at the fork in the road.""",['Right']
"""Turn right at the flashing red light.""",['Right']
"""Merge onto the highway and take the first right exit.""",['Right']
"""Look out for cyclists on your right.""",['Right']
"""Make a safe right turn at the crosswalk.""",['Right']
"""Take a right onto the side street.""",['Right']
"""Keep an eye out for wildlife while turning right in rural areas.""",['Right']
"""Indicate your turn signal for the right lane.""",['Right']
"""Drive towards the sunset on your right.""",['Right']
"""Merge into the rightmost lane.""",['Right']
"""At the crossroads, turn right to enter the industrial area.""",['Right']
"""Approach the yield sign and turn right.""",['Right']
"""Follow the detour signs for the right lane.""",['Right']
"""Look out for potholes or uneven surfaces when turning right.""",['Right']
"""Make a safe right turn ahead.""",['Right']
"""Take a right onto Maple Street.""",['Right']
"""Merge right to enter the highway.""",['Right']
"""Pass the gas station and turn right.""",['Right']
"""Follow the GPS directions to make a right turn.""",['Right']
"""Use your mirrors before turning right.""",['Right']
"""Shift into the right lane for the upcoming exit.""",['Right']
"""Follow the road signs for the right turn.""",['Right']
"""Turn right before the railroad tracks.""",['Right']
"""Proceed straight until you reach a right turn.""",['Right']
"""Merge right to exit the roundabout.""",['Right']
"""Prepare to turn right at the upcoming corner.""",['Right']
"""Position yourself in the rightmost lane for the exit.""",['Right']
"""Go right at the upcoming crossroads.""",['Right']
"""Keep to the right lane for the turn ahead.""",['Right']
"""Make sure to yield to traffic on your right.""",['Right']
"""Adjust your speed before turning right.""",['Right']
"""Stay to the right of the central divider.""",['Right']
"""Continue driving until you reach the right turn.""",['Right']
"""Cut through the alley on the right.""",['Right']
"""Check your side mirror for any vehicles on your right.""",['Right']
"""Keep an eye out for right-turning vehicles.""",['Right']
"""Merge right to access the service road.""",['Right']
"""Cross the intersection and turn right.""",['Right']
"""Approach the right turn slowly to ensure safety.""",['Right']
"""Head in the direction of the right exit.""",['Right']
"""Approach the right turn with caution.""",['Right']
"""Watch for overhead signs indicating the right turn exit.""",['Right']
"""Follow the road until you can turn right.""",['Right']
"""Maintain your position on the right side.""",['Right']
"""Move right to allow space for merging traffic.""",['Right']
"""Merge right to allow for the right turn.""",['Right']
"""Use your right-turn signal when exiting.""",['Right']
"""Indicate your intention to turn right.""",['Right']
"""Follow the directional arrow to the right.""",['Right']
"""Go right after the shopping center.""",['Right']
"""Follow the right arrow to continue on the road.""",['Right']
"""Drive right past the gas station.""",['Right']
"""Make a controlled right turn onto the access road.""",['Right']
"""Continue straight, then make a right turn.""",['Right']
"""Drive past the park and turn right.""",['Right']
"""Follow the signs for the right turn.""",['Right']
"""Follow the road as it curves to the right.""",['Right']
"""Shift right to avoid the construction zone.""",['Right']
"""Cross the intersection and turn right at the corner store.""",['Right']
"""Turn right at the upcoming traffic light.""",['Right']
"""Watch for the right turn arrow signal.""",['Right']
"""Veer right at the fork ahead.""",['Right']
