instruction,action
"""Shift to the rightward lane.""",['Right']
"""Continue on the path leading towards the side of the setting sun.""",['Right']
"""Choose the route that leads to the sun setting.""",['Right']
"""Make a turn towards the side with the dawn.""",['Right']
"""Take a turn to the eastward direction.""",['Right']
"""Head towards the side opposite to the left.""",['Right']
"""Adjust your course towards the side where the sun ascends.""",['Right']
"""Make a turn in the direction of the clockwise movement.""",['Right']
"""Navigate towards the side with the sun's ascent.""",['Right']
"""Navigate towards the side facing the morning light at the next turn.""",['Right']
"""Take the road leading towards the sunrise.""",['Right']
"""Veer towards the side where the light first appears.""",['Right']
"""Head towards the easternmost part of the road.""",['Right']
"""Swing towards the starboard side of the road.""",['Right']
"""Veer in the direction of the sunrise at the upcoming traffic light.""",['Right']
"""Steer your vehicle towards the right lane.""",['Right']
"""Stay on the side where the sun emerges.""",['Right']
"""Drive to the side opposite of left.""",['Right']
"""Veer towards the rightmost lane.""",['Right']
"""Steer towards the eastbound lane.""",['Right']
"""Continue on the path leading towards the right side.""",['Right']
"""Drive towards the direction of the rising sun.""",['Right']
"""Turn towards the eastbound route.""",['Right']
"""Take a turn towards the side with the sunlight.""",['Right']
"""Steer towards the morning light at the next fork.""",['Right']
"""Stay on the right side of the street.""",['Right']
"""Steer towards the east side.""",['Right']
"""Head towards the side where the first light of daybreak shines.""",['Right']
"""Take a right turn at the upcoming street.""",['Right']
"""Continue on the path leading to the right side.""",['Right']
"""Steer in the direction of the east.""",['Right']
"""Swing towards the direction of the sunrise.""",['Right']
"""Turn towards the side with the early morning light.""",['Right']
"""Drive in the direction where the new day dawns.""",['Right']
"""Follow the route that goes eastward.""",['Right']
"""Head towards the side that welcomes the sunrise.""",['Right']
"""Shift to the side that's facing the east.""",['Right']
"""Veer towards the starboard side.""",['Right']
"""Turn towards the side where the day transitions into night at the upcoming crossroads.""",['Right']
"""Make a turn in the direction of the eastern horizon.""",['Right']
"""Guide your vehicle to the direction where the sun ascends.""",['Right']
"""Drive in the direction of the emerging daylight.""",['Right']
"""Proceed in the direction that leads to the eastern sky.""",['Right']
"""Make a turn towards the direction of the sunrise.""",['Right']
"""Veer to the right side of the road ahead.""",['Right']
"""Follow the path where the sun rises next as you approach the turn.""",['Right']
"""Head in the direction that's opposite of left.""",['Right']
"""Follow the path in the direction of the eastern wind.""",['Right']
"""Make a right turn at the upcoming intersection.""",['Right']
"""Navigate to the side where the sun sets.""",['Right']
"""Proceed on the path leading to the side where the day breaks.""",['Right']
"""Head in the direction of the right side where the midnight beckons.""",['Right']
"""Go in the direction that's not facing left.""",['Right']
"""Turn towards the side where the daybreak happens.""",['Right']
"""Swing over to the rightward side.""",['Right']
"""Steer in the direction where the day dawns.""",['Right']
"""Steer towards the eastward direction.""",['Right']
"""Take the route leading to the eastward direction.""",['Right']
"""Turn right at the next opportunity.""",['Right']
"""Make a maneuver to the side where the sun rises.""",['Right']
"""Navigate towards the side of the road where the nocturnal creatures roam at the next intersection.""",['Right']
"""Steer to the eastern path.""",['Right']
"""Continue on the path that points to the right side.""",['Right']
"""Direct your vehicle towards the clockwise direction.""",['Right']
"""Drive towards the side of the road where the dusk settles at the next intersection.""",['Right']
"""Swerve to the east side of the road.""",['Right']
"""Steer to the side that's opposite of left.""",['Right']
"""Move towards the right boundary at the next intersection.""",['Right']
"""Drive towards the side where the sun sets.""",['Right']
"""Take the road that leads towards the east where the shadows deepen.""",['Right']
"""Drive in the opposite direction of left.""",['Right']
"""Proceed to the eastern lane.""",['Right']
"""Make a right onto the street where the sunrise is visible.""",['Right']
"""Proceed to the other side of the road.""",['Right']
"""Head to the right-hand side of the road.""",['Right']
"""Proceed in the direction opposite of left at the next intersection.""",['Right']
"""Shift towards the direction of the rising sun at the upcoming crossroads.""",['Right']
"""Head to the starboard side of the street.""",['Right']
"""Drive in the direction that leads to the eastern sunrise.""",['Right']
"""Turn towards the side that aligns with the compass point opposite to left.""",['Right']
"""Follow the path leading to the right-hand side.""",['Right']
"""Curve to the eastern side.""",['Right']
"""Turn in the direction of the daybreak at the next turn.""",['Right']
"""Follow the route that goes in the direction of the sunrise.""",['Right']
"""Turn in the direction of the sunrise at the next junction.""",['Right']
"""Make a turn in the direction of the eastern side.""",['Right']
"""Choose the road that points towards the east.""",['Right']
"""Shift towards the direction of the eastern horizon at the next intersection.""",['Right']
"""Drive in the direction of the eastern side.""",['Right']
"""Shift your car towards the opposite of left.""",['Right']
"""Turn towards the side that points to the eastward path.""",['Right']
"""Go straight then turn towards the right lane.""",['Right']
"""Make a lateral move to the side opposite of left.""",['Right']
"""Navigate towards the eastward destination at the next intersection.""",['Right']
"""Drive towards the side where the nighttime serenity reigns at the next crossroads.""",['Right']
"""Take a turn in the direction of the rising sun.""",['Right']
"""Turn towards the side where the dawn arises.""",['Right']
"""Move towards the side where the day dawns.""",['Right']
"""Head towards the eastern direction at the crossroads.""",['Right']
"""Navigate towards the side that signifies the eastern sky.""",['Right']
"""Go towards the right-most lane at the upcoming turn.""",['Right']
"""Proceed on the path where the sun climbs.""",['Right']
"""Steer towards the side that's opposite of left.""",['Right']
"""Move in the direction where the sun rises.""",['Right']
"""Direct yourself to the opposite of left.""",['Right']
"""Go towards the side where the early light breaks.""",['Right']
"""Navigate towards the sunrise side at the next turn.""",['Right']
"""Make a turn to the right-hand side.""",['Right']
"""Follow the road towards the eastward direction.""",['Right']
"""Turn towards the side that's opposite of left.""",['Right']
"""Veer right at the next crossroad.""",['Right']
"""Make a legal turn towards the side with the morning glow.""",['Right']
"""Follow the road as it bends towards the east where the dawn arises.""",['Right']
"""Navigate towards the side where the morning glow appears.""",['Right']
"""Head in the clockwise direction towards the east side.""",['Right']
"""Proceed on the path leading to the eastern direction.""",['Right']
"""Make a sharp turn towards the eastern side at the next junction.""",['Right']
